"_id",article,author,date,headline,url
5d04dceead0d019b7c5b4709,Britain's Dan Evans wins his seventh straight match as he recovers from 4-1 down in the third set to beat Mikael Ymer in Nottingham.," ",14 June 2019,Nottingham,https://www.bbc.com/news/england/nottingham
5d04dcefad0d019b7c5b470a,"Image copyright Jack Perks

A wildlife photographer has achieved his goal of taking a picture of every species of freshwater fish in the UK.

Jack Perks, from Nottingham, had aimed to capture them all within a year but it ended up taking him seven.

With a soft spot for the ""less glamorous species"", Mr Perks said he hoped his work would make people more interested in the ""stunning"" creatures lurking in our waters.

He added the hardest to capture was the river lamprey fish.

Image copyright Jack Perks Image caption River lamprey are ""only found in a handful of rivers,"" but Mr Perks said he eventually found one in the River Ouse in Yorkshire

""Fish are very tricky to photograph,"" he said.

""They live in water and we don't. It's taken years of learning behaviour and using specialist camera equipment to get the shots I'm happy with.""

Image copyright Jack Perks Image caption This chub was caught on film in the River Erewash

A lot of Mr Perks' subjects were found near his Nottingham home, including a chub in the River Erewash in Derbyshire and an eel in Leicestershire's River Soar.

Image copyright Jack Perks

Image copyright Jack Perks Image caption This ferocious looking Atlantic sturgeon gave a big smile for the camera in Ilkeston

A pond in Ilkeston provided an opportunity to film an Atlantic sturgeon - a species that has not been seen in British rivers for several years and is listed as ""critically endangered"" by the Canal and River Trust.

Mr Perks said he wanted his pictures to make people see freshwater fish as more than ""just brown, slow-moving things"".

He said our waters are filled with ""exciting and colourful creatures, with amazing behaviours and life cycles"", such as the three-spined stickleback and the zander.

Image copyright Jack Perks Image caption Three-spined stickleback

Image copyright Jack Perks Image caption This image of a zander was captured in the River Trent

Mr Perks said he compiled his list of 53 species of freshwater fish from a book, plus some he added himself and was ""confident"" he had pictured them all.

Footage captured by Mr Perks has also featured on BBC Springwatch - including some of spawning grayling ""having a good time"".

Follow BBC East Midlands on Facebook, Twitter, or Instagram. Send your story ideas to eastmidsnews@bbc.co.uk."," ",9 June 2019,Man photographs 'all' UK freshwater fish species,https://www.bbc.com/news/uk-england-nottinghamshire-48533329
5d04dcefad0d019b7c5b470b,"Video

What do a rare Aston Martin created for James Bond, office chair races, and swarms of locusts have in common?

Well, they are some of the stories you might have missed this week."," ",,ICYMI: Bond car for sale and a vertical spillway,https://www.bbc.com/news/av/world-48631525/icymi-bond-car-for-sale-and-a-vertical-spillway
5d04dcf0ad0d019b7c5b470c,"The Block Bus, a mobile learning unit, founded by Amy Eleftheriades, provides communication therapy to children in rural communities.

Through building-block activities, the children are introduced to social skills and communication techniques.

We spent the day looking at the work of Amy and her team.

Mentor Caryn sets the scene with toy sharks on a blue mat. It's shark-infested water. The challenge is to get across, unharmed.

""I'm a building machine, I can build anything,"" says Oliver after he tells everyone about the Lego mechanism he has designed.

He has built a speedboat with not one, but three ""distracter blasters"".

One will launch fish at the sharks, the second is a net which will capture the sharks too busy feasting to notice and finally - as they sail safely past - a special serum will destroy the net and release the sharks back into the wild.

Image caption Amy, Jordan and Oliver sit and listen to Caryn's instructions

This is the first time Amy, Jordan and Oliver have been on board the Block Bus and to them it seems like a play centre on wheels.

Containers full of different types of building blocks tower above them. Cuddly toys are placed on the sofa and Jordan grabs a monkey which he nestles next to him. Sensory lights create a calm mood - this is a safe and inviting space.

The children get comfortable on the mat. Caryn's instruction is to build a tower.

""Same instruction, different models. We all think a little bit differently and that's OK,"" Caryn says, as all three get to work and create something completely different.

The organisation which runs the Block Bus, Alpha Inclusion, uses Lego therapy and building blocks to help children between the ages of five and 16 improve their social communication, interaction and personal effectiveness. They provide small group sessions as well as working with individuals.

Originally an American invention, Lego therapy was created to help children with autism and learning difficulties to develop their communication skills, but it is now used more widely.

The Block Bus travels about and can park up to create an accessible environment for all.

Currently covering East Anglia, Alpha Inclusion works with about a dozen schools regularly, and has worked with many more to train staff to work with children. The Block Bus also visits local events and festivals.

Founder Amy Eleftheriades has worked in this field for more than 20 years.

""Over the years I have found that Lego can be tricky for some children and they need to start on a more basic level,"" she says.

""Some children can't necessarily manipulate the Lego and so we find out their interests, and use that to engage with them. We might use arts, clay or play. It depends on the child.""

Alpha Inclusion has been working with St Michael's voluntarily aided junior school for more than a year. They work closely to understand the needs of the individual child, and train teaching assistants to enable them to reproduce the work they do.

""Underlying everything we do is children's mental health and wellbeing,"" says Mrs Helen McCarney, who has been head teacher at the school for 15 years. ""If you cannot tackle that they cannot learn.""

Lego therapy is an accessible mechanism for intervention and it isn't used just for autism.

Mrs McCarney explains that activities with Lego help the children open up and talk about their problems. These interventions also help some children engage with the wider curriculum.

Alpha Inclusion also works with children who are close to exclusion, re-engaging them and improving their home-school relationships.

""It's really powerful,"" says Mrs Kath Brabbin, the school's Special Educational Needs Coordinator (SENCO).

""We had a girl last year who was refused by another school, but with the help of Amy and Caryn she is now in school and attending lessons.""

Image caption Mrs Brabbin and Head Teacher Mrs McCarney

""We work with the needs rather than the label,"" Amy says. ""People believe in us, and it's meant that they have gone above and beyond.""

The Block Bus doesn't just help children. Amy and her team also use it for corporate work including team-building activities, wellbeing sessions, communication skills, development training and autism awareness.

Profits generated are reinvested to assist in delivering services for education, health and social care.

Back in the bus Caryn asks the children to build something with four pieces and then pass it on. Oliver places his four pieces down and passes it to Jordan. He watches on, but seems concerned to see the structure change.

Caryn notices and asks: ""Are you OK Oliver, you seem a bit upset by how Jordan has changed the barn?"" Oliver takes a moment to think before he replies: ""I'm OK with it because we are all putting our ideas together.""

""Sometimes children don't like to go out of class, and be seen to be different. So if you can say to them 'we are going to go and do something with Lego', it feels like play. It's not like doing work,"" says Mrs Brabbin.

""It's like a lesson outside. The children turn around and say 'we didn't have class today'.""

For Amy this is just the beginning.

""This is our first year and we are still learning,"" she says. ""But in my head we have a whole fleet of double-decker buses.""

Written by Maria Nicola with photographs by Phil Coomes."," ",12 June 2019,Communicating brick-by-brick,https://www.bbc.com/news/in-pictures-48314372
5d04dcf1ad0d019b7c5b470d,"Video

Boris Johnson seemed to struggle when asked by Eddie Mair on BBC Radio 4's PM to explain how plans laid out in the Queen's Speech would tackle ""burning injustices"" identified by Prime Minister Theresa May."," ",,Boris Johnson struggles in interview,https://www.bbc.com/news/av/uk-40358825/boris-johnson-struggles-in-interview
5d04dcf2ad0d019b7c5b470e,"Video

Alisha Malhotra was 26 years old when she had a stroke that left her with the language disorder aphasia.

The condition, which impairs the production of speech and the comprehension of language, left Alisha having to learn how to speak again.

Now the first aphasia clinic in the UK, The National Brain Appeal Aphasia Service, has opened at University College London Hospital, where they are using groundbreaking technology to help patients like Alisha regain their speech.

Video by Gem O’Reilly and Chloe Desave."," ",,Stroke survivor gets tech support to speak again,https://www.bbc.com/news/av/uk-england-london-48622364/stroke-survivor-gets-tech-support-to-speak-again
5d04dcf3ad0d019b7c5b470f,"Reuters photographer Nacho Doce has documented the changing landscape of mangrove forests in Cairu, Brazil, and the livelihoods of people who fish for crabs and oysters.

Image copyright Nacho Doce / Reuters

The photographer visited a community of mud houses along the edge of the Caratingui River, known as The Train because the single-file homes look like train carriages.

Image copyright Nacho Doce / Reuters

Mangroves cover 13,989 sq km of Brazil's coast and are an important protection against climate change, with one acre of mangrove forest absorbing nearly the same amount of carbon dioxide as an acre of Amazon rainforest.

The forests also protect the coast from eroding as intense storms grow more frequent.

Image copyright Nacho Doce / Reuters

Fisherman Jose da Cruz, above, makes his living by fishing for crabs where freshwater rivers meet the brackish Atlantic Ocean.

Instead of a rod or a net, he uses his hands to search for crabs in the mud among the mangrove trees, sometimes lying flat on the ground and reaching deep down.

Image copyright Nacho Doce / Reuters

His daily catch of several dozen crabs will earn him 200 reais (£40) a week, enough on which to survive.

Image copyright Nacho Doce / Reuters

Mr Da Cruz says his daily catch is half what it was 10 years ago and in that time the water line has advanced 3m (10ft) inland.

According to climate researcher Carlos Nobre, at the University of Sao Paulo, water levels have risen 20-30cm (1ft) over the past 100 years in coastal Bahia state, where Cairu is located.

A battery-powered radio has given Mr Da Cruz a link to the rest of the world and enabled him to learn about the science of climate change.

Image copyright Nacho Doce / Reuters

""Nature is upset,"" he says. ""In Antarctica, it's melting, nature is melting.

""People, you have to have some awareness about what is happening. It's clear what is happening.""

Image copyright Nacho Doce / Reuters

Scientists predict the global surface temperature will have risen by more than 1.5C, above pre-industrial levels, by the end of the 21st Century.

And some prediction models in a 2014 report by the United Nation's Intergovernmental Panel on Climate Change (IPCC) say this temperature increase will actually exceed 2C, without unprecedented changes within human societies.

Image copyright Nacho Doce / Reuters

Biologist Renato de Almeida, from the nearby Federal University of Reconcavo da Bahia, says overfishing is also a likely cause for the decline in crab and fish populations.

Mr Da Cruz and his wife, Vandeka, harvest oysters as well as crabs from the mangrove forest.

Image copyright Nacho Doce / Reuters

Image copyright Nacho Doce / Reuters

Other factors that affect fishing include growing tourism, leading to the clearing of mangroves to build inns and piers for visitors.

An increase in water traffic can disrupt oysters on riverbanks and erode the attachment of mangroves to the soil.

Image copyright Nacho Doce / Reuters

Photos by Nacho Doce."," ",13 June 2019,Fishing for crabs in Brazil's mangrove forests,https://www.bbc.com/news/in-pictures-48477918
5d04dcf3ad0d019b7c5b4710,"Video

When the Grenfell Tower fire killed 72 people it destroyed families and friendships.

But while many lost friends, the disaster brought others together.

Before the fire, Mouna El-Ogbani and Turafat Yilma were casual acquaintances. After the fire, through their grief and fight for answers, they've cemented their friendship and are now ''like sisters''."," ",,'Grenfell Tower fire brought us together',https://www.bbc.com/news/av/uk-england-london-48623644/grenfell-tower-fire-brought-us-together
5d04dcf4ad0d019b7c5b4711,"Video

The White House press secretary Sarah Sanders is the latest high-profile figure to leave the Trump administration, returning to her home state of Arkansas at the end of June.

Mrs Sanders has been in the role since July 2017 after replacing her predecessor Sean Spicer.

Sanders' tenure as White House spokeswoman was not without controversy; she was known for her combative approach with the media when defending the policies and actions of the president and his administration."," ",,Sarah Sanders: 'This has been the honour of my life',https://www.bbc.com/news/av/world-us-canada-48638008/sarah-sanders-this-has-been-the-honour-of-my-life
5d04dcf5ad0d019b7c5b4712,"Image caption

And on Tuesday, a woman waited at a bus station in San Antonio in the US state of Texas, where migrants from Congo and Angola have been arriving from Mexico"," ",14 June 2019,Africa's week in pictures: 7-13 June 2019,https://www.bbc.com/news/world-africa-48626105
